Function	Category	Subcategory	Informative References
RESPOND (RS)	Communications (RS.CO): Response activities are coordinated with internal and external stakeholders (e.g. external support from law enforcement agencies).	RS.CO-5: Voluntary information sharing occurs with external stakeholders to achieve broader cybersecurity situational awareness 	NIST SP 800-53 Rev. 4 SI-5, PM-15
RESPOND (RS)	Analysis (RS.AN): Analysis is conducted to ensure effective response and support recovery activities.	RS.AN-1: Notifications from detection systems are investigated 	CIS CSC 4, 6, 8, 19
RESPOND (RS)	Analysis (RS.AN): Analysis is conducted to ensure effective response and support recovery activities.	RS.AN-1: Notifications from detection systems are investigated 	COBIT 5 DSS02.04, DSS02.07
RESPOND (RS)	Analysis (RS.AN): Analysis is conducted to ensure effective response and support recovery activities.	RS.AN-1: Notifications from detection systems are investigated 	ISA 62443-2-1:2009 4.3.4.5.6, 4.3.4.5.7, 4.3.4.5.8
RESPOND (RS)	Analysis (RS.AN): Analysis is conducted to ensure effective response and support recovery activities.	RS.AN-1: Notifications from detection systems are investigated 	ISA 62443-3-3:2013 SR 6.1
RESPOND (RS)	Analysis (RS.AN): Analysis is conducted to ensure effective response and support recovery activities.	RS.AN-1: Notifications from detection systems are investigated 	ISO/IEC 27001:2013 A.12.4.1, A.12.4.3, A.16.1.5
RESPOND (RS)	Analysis (RS.AN): Analysis is conducted to ensure effective response and support recovery activities.	RS.AN-1: Notifications from detection systems are investigated 	NIST SP 800-53 Rev. 4 AU-6, CA-7, IR-4, IR-5, PE-6, SI-4 
RESPOND (RS)	Analysis (RS.AN): Analysis is conducted to ensure effective response and support recovery activities.	RS.AN-1: Notifications from detection systems are investigated 	PCI DSS v3.2 10.6.3, 11.5.1, 12.5.2, 12.10
RESPOND (RS)	Analysis (RS.AN): Analysis is conducted to ensure effective response and support recovery activities.	RS.AN-2: The impact of the incident is understood	COBIT 5 DSS02.02
RESPOND (RS)	Analysis (RS.AN): Analysis is conducted to ensure effective response and support recovery activities.	RS.AN-2: The impact of the incident is understood	ISA 62443-2-1:2009 4.3.4.5.6, 4.3.4.5.7, 4.3.4.5.8
RESPOND (RS)	Analysis (RS.AN): Analysis is conducted to ensure effective response and support recovery activities.	RS.AN-2: The impact of the incident is understood	ISO/IEC 27001:2013 A.16.1.4, A.16.1.6
RESPOND (RS)	Analysis (RS.AN): Analysis is conducted to ensure effective response and support recovery activities.	RS.AN-2: The impact of the incident is understood	NIST SP 800-53 Rev. 4 CP-2, IR-4
RESPOND (RS)	Analysis (RS.AN): Analysis is conducted to ensure effective response and support recovery activities.	RS.AN-2: The impact of the incident is understood	PCI DSS v3.2 10.6.3, 11.5.1, 12.5.2, 12.10
RESPOND (RS)	Analysis (RS.AN): Analysis is conducted to ensure effective response and support recovery activities.	RS.AN-3: Forensics are performed	COBIT 5 APO12.06, DSS03.02, DSS05.07
RESPOND (RS)	Analysis (RS.AN): Analysis is conducted to ensure effective response and support recovery activities.	RS.AN-3: Forensics are performed	ISA 62443-3-3:2013 SR 2.8, SR 2.9, SR 2.10, SR 2.11, SR 2.12, SR 3.9, SR 6.1
RESPOND (RS)	Analysis (RS.AN): Analysis is conducted to ensure effective response and support recovery activities.	RS.AN-3: Forensics are performed	ISO/IEC 27001:2013 A.16.1.7 
RESPOND (RS)	Analysis (RS.AN): Analysis is conducted to ensure effective response and support recovery activities.	RS.AN-3: Forensics are performed	NIST SP 800-53 Rev. 4 AU-7, IR-4
RESPOND (RS)	Analysis (RS.AN): Analysis is conducted to ensure effective response and support recovery activities.	RS.AN-3: Forensics are performed	PCI DSS v3.2 10.6.3, 11.5.1, 12.5.2, 12.10
RESPOND (RS)	Analysis (RS.AN): Analysis is conducted to ensure effective response and support recovery activities.	RS.AN-4: Incidents are categorized consistent with response plans	CIS CSC 19
RESPOND (RS)	Analysis (RS.AN): Analysis is conducted to ensure effective response and support recovery activities.	RS.AN-4: Incidents are categorized consistent with response plans	COBIT 5 DSS02.02
RESPOND (RS)	Analysis (RS.AN): Analysis is conducted to ensure effective response and support recovery activities.	RS.AN-4: Incidents are categorized consistent with response plans	ISA 62443-2-1:2009 4.3.4.5.6
RESPOND (RS)	Analysis (RS.AN): Analysis is conducted to ensure effective response and support recovery activities.	RS.AN-4: Incidents are categorized consistent with response plans	ISO/IEC 27001:2013 A.16.1.4 
RESPOND (RS)	Analysis (RS.AN): Analysis is conducted to ensure effective response and support recovery activities.	RS.AN-4: Incidents are categorized consistent with response plans	NIST SP 800-53 Rev. 4 CP-2, IR-4, IR-5, IR-8
RESPOND (RS)	Analysis (RS.AN): Analysis is conducted to ensure effective response and support recovery activities.	RS.AN-4: Incidents are categorized consistent with response plans	PCI DSS v3.2 10.6.3, 11.5.1, 12.5.2, 12.10
RESPOND (RS)	Analysis (RS.AN): Analysis is conducted to ensure effective response and support recovery activities.	RS.AN-5: Processes are established to receive, analyze and respond to vulnerabilities disclosed to the organization from internal and external sources (e.g. internal testing, security bulletins, or security researchers)	CIS CSC 4, 19
RESPOND (RS)	Analysis (RS.AN): Analysis is conducted to ensure effective response and support recovery activities.	RS.AN-5: Processes are established to receive, analyze and respond to vulnerabilities disclosed to the organization from internal and external sources (e.g. internal testing, security bulletins, or security researchers)	COBIT 5 EDM03.02, DSS05.07
RESPOND (RS)	Analysis (RS.AN): Analysis is conducted to ensure effective response and support recovery activities.	RS.AN-5: Processes are established to receive, analyze and respond to vulnerabilities disclosed to the organization from internal and external sources (e.g. internal testing, security bulletins, or security researchers)	NIST SP 800-53 Rev. 4 SI-5, PM-15
RESPOND (RS)	Mitigation (RS.MI): Activities are performed to prevent expansion of an event, mitigate its effects, and resolve the incident.	RS.MI-1: Incidents are contained	CIS CSC 19
RESPOND (RS)	Mitigation (RS.MI): Activities are performed to prevent expansion of an event, mitigate its effects, and resolve the incident.	RS.MI-1: Incidents are contained	COBIT 5 APO12.06
RESPOND (RS)	Mitigation (RS.MI): Activities are performed to prevent expansion of an event, mitigate its effects, and resolve the incident.	RS.MI-1: Incidents are contained	ISA 62443-2-1:2009 4.3.4.5.6
RESPOND (RS)	Mitigation (RS.MI): Activities are performed to prevent expansion of an event, mitigate its effects, and resolve the incident.	RS.MI-1: Incidents are contained	ISA 62443-3-3:2013 SR 5.1, SR 5.2, SR 5.4
RESPOND (RS)	Mitigation (RS.MI): Activities are performed to prevent expansion of an event, mitigate its effects, and resolve the incident.	RS.MI-1: Incidents are contained	ISO/IEC 27001:2013 A.12.2.1, A.16.1.5
RESPOND (RS)	Mitigation (RS.MI): Activities are performed to prevent expansion of an event, mitigate its effects, and resolve the incident.	RS.MI-1: Incidents are contained	NIST SP 800-53 Rev. 4 IR-4
RESPOND (RS)	Mitigation (RS.MI): Activities are performed to prevent expansion of an event, mitigate its effects, and resolve the incident.	RS.MI-1: Incidents are contained	PCI DSS v3.2 10.6.3, 11.5.1, 12.5.2, 12.10
RESPOND (RS)	Mitigation (RS.MI): Activities are performed to prevent expansion of an event, mitigate its effects, and resolve the incident.	RS.MI-2: Incidents are mitigated	CIS CSC 4, 19
RESPOND (RS)	Mitigation (RS.MI): Activities are performed to prevent expansion of an event, mitigate its effects, and resolve the incident.	RS.MI-2: Incidents are mitigated	COBIT 5 APO12.06
RESPOND (RS)	Mitigation (RS.MI): Activities are performed to prevent expansion of an event, mitigate its effects, and resolve the incident.	RS.MI-2: Incidents are mitigated	ISA 62443-2-1:2009 4.3.4.5.6, 4.3.4.5.10
RESPOND (RS)	Mitigation (RS.MI): Activities are performed to prevent expansion of an event, mitigate its effects, and resolve the incident.	RS.MI-2: Incidents are mitigated	ISO/IEC 27001:2013 A.12.2.1, A.16.1.5
RESPOND (RS)	Mitigation (RS.MI): Activities are performed to prevent expansion of an event, mitigate its effects, and resolve the incident.	RS.MI-2: Incidents are mitigated	NIST SP 800-53 Rev. 4 IR-4
RESPOND (RS)	Mitigation (RS.MI): Activities are performed to prevent expansion of an event, mitigate its effects, and resolve the incident.	RS.MI-2: Incidents are mitigated	PCI DSS v3.2 10.6.3, 11.5.1, 12.5.2, 12.10
RESPOND (RS)	Mitigation (RS.MI): Activities are performed to prevent expansion of an event, mitigate its effects, and resolve the incident.	RS.MI-3: Newly identified vulnerabilities are mitigated or documented as accepted risks	CIS CSC 4
RESPOND (RS)	Mitigation (RS.MI): Activities are performed to prevent expansion of an event, mitigate its effects, and resolve the incident.	RS.MI-3: Newly identified vulnerabilities are mitigated or documented as accepted risks	COBIT 5 APO12.06
RESPOND (RS)	Mitigation (RS.MI): Activities are performed to prevent expansion of an event, mitigate its effects, and resolve the incident.	RS.MI-3: Newly identified vulnerabilities are mitigated or documented as accepted risks	ISO/IEC 27001:2013 A.12.6.1
RESPOND (RS)	Mitigation (RS.MI): Activities are performed to prevent expansion of an event, mitigate its effects, and resolve the incident.	RS.MI-3: Newly identified vulnerabilities are mitigated or documented as accepted risks	NIST SP 800-53 Rev. 4 CA-7, RA-3, RA-5
RESPOND (RS)	Mitigation (RS.MI): Activities are performed to prevent expansion of an event, mitigate its effects, and resolve the incident.	RS.MI-3: Newly identified vulnerabilities are mitigated or documented as accepted risks	PCI DSS v3.2 10.6.3, 11.5.1, 12.5.2, 12.10
RESPOND (RS)	Improvements (RS.IM): Organizational response activities are improved by incorporating lessons learned from current and previous detection/response activities.	RS.IM-1: Response plans incorporate lessons learned	COBIT 5 BAI01.13
RESPOND (RS)	Improvements (RS.IM): Organizational response activities are improved by incorporating lessons learned from current and previous detection/response activities.	RS.IM-1: Response plans incorporate lessons learned	ISA 62443-2-1:2009 4.3.4.5.10, 4.4.3.4
RESPOND (RS)	Improvements (RS.IM): Organizational response activities are improved by incorporating lessons learned from current and previous detection/response activities.	RS.IM-1: Response plans incorporate lessons learned	ISO/IEC 27001:2013 A.16.1.6, Clause 10
RESPOND (RS)	Improvements (RS.IM): Organizational response activities are improved by incorporating lessons learned from current and previous detection/response activities.	RS.IM-1: Response plans incorporate lessons learned	NIST SP 800-53 Rev. 4 CP-2, IR-4, IR-8
RESPOND (RS)	Improvements (RS.IM): Organizational response activities are improved by incorporating lessons learned from current and previous detection/response activities.	RS.IM-1: Response plans incorporate lessons learned	PCI DSS v3.2 12.10.6
